===
1093055802	12013..13356	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055803	13349..14905	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055804	14902..15714	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055805	15711..16448	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055806	16479..17684	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055807	17852..18460	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055808	18457..18993	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055809	18980..19069	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055810	19251..19979	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055811	19963..20940	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055812	21043..23442	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055813	23420..24406	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055814	24439..25194	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055815	25196..27223	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055816	27233..28795	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055817	28801..29076	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055818	31897..32001	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
1093055819	32171..32323	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000004.1
===
1093056630	40207..41577	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056631	41595..42602	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056632	42602..43777	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056633	43984..47439	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056634	49555..50460	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056635	50457..52142	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056636	52144..53208	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056637	53205..54518	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056638	54596..55519	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056639	55521..56114	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056640	56107..57183	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056641	57385..59985	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056642	59987..60430	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056643	60442..61260	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056644	61199..62359	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056645	62356..63609	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056646	63655..64434	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056647	64419..65537	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056648	65547..67238	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
1093056649	67603..69240	+	Marinitoga_1155_1155_GCA_001021175.1	AZAX01000015.1
===
1005933237	400814..402733	+	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933238	403244..404935	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933239	404946..406082	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933240	406075..406896	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933241	406883..407635	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933242	407638..407991	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933243	408001..408828	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933244	408842..409819	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933245	409806..412166	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933246	412163..413416	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933247	414676..416343	+	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933248	416376..418568	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933249	418565..419431	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
1005933250	419452..421776	-	Marinitoga_piezophila_KA3_GCA_000255135.1	CP003257.1
===
1115409062	1..222	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409063	308..1246	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409064	1230..1604	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409065	1628..2506	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409066	2499..5429	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409067	5426..6259	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409068	6256..7380	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409069	8002..8562	+	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409070	9146..9352	-	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
1115409071	10050..10418	+	Mesotoga_infera_GCA_001509115.1	LGGW01000049.1
===
1037498589	101398..102381	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498590	108415..108669	-	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498591	110004..110267	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498592	110365..111495	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498593	111525..113093	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498594	113090..114646	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498595	114660..114983	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498596	114980..115738	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498597	115735..116634	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498598	116631..117020	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498599	117007..117891	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498600	117878..118336	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498601	118391..119167	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498602	119161..121311	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498603	121419..121544	-	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
1037498604	121675..124770	+	Mesotoga_infera_PhosAc3_GCA_000367705.1	CARH01000041.1
===
1115363470	1..343	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363471	340..1431	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363472	1428..2654	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363473	2673..2942	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363474	2946..3890	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363475	3940..4437	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
1115363476	4434..4797	-	Mesotoga_prima_GCA_001508515.1	LGGP01000095.1
===
1115363774	1..1057	+	Mesotoga_prima_GCA_001508515.1	LGGP01000158.1
1115363775	1054..2109	+	Mesotoga_prima_GCA_001508515.1	LGGP01000158.1
1115363776	2112..2912	+	Mesotoga_prima_GCA_001508515.1	LGGP01000158.1
1115363777	2909..3262	+	Mesotoga_prima_GCA_001508515.1	LGGP01000158.1
1115363778	3255..3804	+	Mesotoga_prima_GCA_001508515.1	LGGP01000158.1
===
1003738149	1719483..1722710	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738150	1722759..1725854	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738151	1726251..1727006	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738152	1726999..1727352	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738153	1727349..1728149	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738154	1728152..1729207	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738155	1729204..1731576	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738156	1731573..1732808	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738157	1732824..1733888	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738158	1734052..1734315	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738159	1734410..1734931	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738160	1735152..1735304	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
===
1003738802	2469363..2470730	+	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738803	2470738..2471289	+	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738804	2476673..2477497	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738805	2477497..2477895	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738806	2477892..2478830	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738807	2478827..2481844	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738808	2481841..2482908	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
1003738809	2482898..2483956	-	Mesotoga_prima_MesG1_Ag_4_2_GCA_000147715.3	CP003532.1
===
1115324636	1..732	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000141.1
1115324637	729..3758	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000141.1
1115324638	3709..4698	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000141.1
1115324639	4676..5077	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000141.1
===
1115326199	1..386	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
1115326200	392..670	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
1115326201	682..2595	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
1115326202	3334..3741	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
1115326203	3920..5254	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
1115326204	5251..6916	+	Petrotoga_mobilis_GCA_001508055.1	LGFC01000094.1
===
1905360553	1259076..1259390	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360554	1259609..1260013	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360555	1260016..1260798	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360556	1260986..1261240	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360557	1261519..1262895	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360558	1263241..1263438	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360559	1263637..1264956	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360560	1265186..1265344	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360561	1265341..1266399	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360562	1266386..1267468	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360563	1267465..1270494	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360564	1270484..1271434	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360565	1271406..1271813	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360566	1271810..1272694	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360567	1272892..1274145	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360568	1274203..1275429	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360569	1275435..1276295	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360570	1276502..1277362	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360571	1277346..1277714	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360572	1277720..1278622	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360573	1278615..1279919	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360574	1279912..1280748	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360575	1280751..1281509	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360576	1281506..1285162	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360577	1285307..1285567	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360578	1285524..1286105	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360579	1286102..1287172	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360580	1287352..1287579	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360581	1287584..1288819	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360582	1288816..1289538	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360583	1289569..1290414	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360584	1290530..1291465	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
1905360585	1291522..1293702	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000504085.1	AP014507.1
===
1500884609	1070273..1072453	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884610	1072510..1073445	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884611	1073561..1074406	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884612	1074437..1075159	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884613	1075156..1076391	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884614	1076396..1076623	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884615	1076803..1077873	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884616	1077870..1078451	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884617	1078408..1078668	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884618	1078813..1082469	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884619	1082466..1083224	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884620	1083227..1084063	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884621	1084056..1085360	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884622	1085353..1086255	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884623	1086261..1086629	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884624	1086613..1087473	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884625	1087680..1088540	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884626	1088546..1089772	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884627	1089830..1091083	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884628	1091281..1092165	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884629	1092162..1092569	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884630	1092541..1093491	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884631	1093481..1096510	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884632	1096507..1097589	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884633	1097576..1098634	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884634	1098631..1098789	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884635	1099019..1100338	-	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884636	1100537..1100734	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884637	1101080..1102456	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884638	1102735..1102989	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
1500884639	1103177..1103959	+	Pseudothermotoga_elfii_DSM_9442_NBRC_107921_GCA_000621345.1	KK211260.1
